"section","official_title","source_url","source_hash","affected_ids","named_candidates","legal_questions","technical_blockers","decision","exact_subdivisions","reviewer_note"
"4511.20","Operation in willful or wanton disregard of the safety of persons or property","https://codes.ohio.gov/ohio-revised-code/section-4511.20","76f5d37ace2ae5e17ada17166d587e2dd0d84a8132d6fae867fced8cd2869aa1","oh-reckless-driving; oh-reckless-driving-criminal","a minor misdemeanor","Resolve oh-reckless-driving, oh-reckless-driving-criminal: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"4513.01","Traffic laws - equipment - load definitions","https://codes.ohio.gov/ohio-revised-code/section-4513.01","982916481a61c1e825d24d247689bcb1185c8065677f3f0a32b4c47ba2fd53d8","oh-defective-vehicle-equipment","","Resolve oh-defective-vehicle-equipment: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4511.01. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4513.02","Unsafe vehicles","https://codes.ohio.gov/ohio-revised-code/section-4513.02","e399b76a2383f7459b5279156c8cf1f306e4170ea6a5f8368ea803e3a79a1e5c","oh-expired-inspection; oh-defective-vehicle-equipment","a minor misdemeanor","Resolve oh-expired-inspection, oh-defective-vehicle-equipment: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 119.01, 119.13, 4513.01, 4513.37. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4513.221","Local regulation of passenger car and motorcycle noise","https://codes.ohio.gov/ohio-revised-code/section-4513.221","b7468d1ff5a077edd8f652bd9d353c020ddc7bd6d71021429f3f86283160605b","oh-noise-violation","a minor misdemeanor","Resolve oh-noise-violation: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 505.17. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"4549.02","Stopping after accident on public roads or highways","https://codes.ohio.gov/ohio-revised-code/section-4549.02","af1c6dcbf33bea3e8a65915ad7f73f692f752ddd4b46e7195c8e591c25cf9a35","oh-hit-and-run","failure to stop after an accident","Resolve oh-hit-and-run: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 4510.02. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"5.01","Ohio state flag","https://codes.ohio.gov/ohio-revised-code/section-5.01","e2ece75e06a76057db1808e85115be8ed96254d893d60464827e65cd07383dc7","oh-criminal-attempt; oh-attempted-murder; oh-attempted-robbery; oh-attempted-sexual-assault","","Resolve oh-criminal-attempt, oh-attempted-murder, oh-attempted-robbery, oh-attempted-sexual-assault: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"5.02","State flower","https://codes.ohio.gov/ohio-revised-code/section-5.02","7674ff6a81160f9e1e3f9568620f4b3fc10a51eda947074225b8f13646690032","oh-criminal-solicitation","","Resolve oh-criminal-solicitation: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"5.03","State bird","https://codes.ohio.gov/ohio-revised-code/section-5.03","9f121f5470c1d2bc3be0621dbc742081a936a35c415169cab91025c935ee1c02","oh-conspiracy","","Resolve oh-conspiracy: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"5747.18","Powers of tax commissioner","https://codes.ohio.gov/ohio-revised-code/section-5747.18","602648c1dac8aed134f2bd17af63b8c852ee83bd36eaf752a6490ce5f24e3c8f","oh-tax-fraud","","Resolve oh-tax-fraud: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 3125.43, 4123.271, 4123.591, 4141.163, 4141.28, 4507.023, 5101.182, 5703.21. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","","","",""
"5747.19","Filing incomplete, false, and fraudulent returns","https://codes.ohio.gov/ohio-revised-code/section-5747.19","d6bc15b48f45e47f370960ec2c929384b66e8626c3dfcaf8194c0f8611a26a28","oh-tax-fraud","","Resolve oh-tax-fraud: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
"955.22","Vicious, dangerous, and nuisance dog acts","https://codes.ohio.gov/ohio-revised-code/section-955.22","0e7b01075f4ebb1b112f483ad5c586ab6dbdc916b1af22b9ba201801ad9a7d79","oh-animal-at-large","","Resolve oh-animal-at-large: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.
Determine which additional textual references affect this charge's claims: 955.11, 955.23, 955.24, 955.21. These are leads, not automatically required dependencies; record include/exclude decisions in the reference ledger.","Selected reference 956.01 needs source acquisition","","",""
"959.13","Cruelty to animals","https://codes.ohio.gov/ohio-revised-code/section-959.13","e46d5dcf414e43e705701967c2a260f8d9186ad44b554785c301800fc04be125","oh-animal-cruelty-misdemeanor","","Resolve oh-animal-cruelty-misdemeanor: retain a distinct supported scope, correct the citation, split, map to a source-first record, hold, or remove. A shared section or a similar name is not proof of equivalence.
Confirm the proposed charge's precise conduct scope, applicable exceptions, grading and incorporated definitions against the supplied full text before publication.","","","",""
